idBase;1111;1112;1121;1122;1131;1132;2111;2112;2121;2122;2123;2124;2131;2132;2133;2134;2135;2136;2137;2138;3111;3112;3113;3114;3121;3122;3123;3124;4111;4112;4113;4121;4122;4123;4124;4131;4132;4133;4134;4141;4142;4143;4144;4151;4152;4153;4154;4161;4162;4163;4164;4165;4171;4172;4173;4174;4181;4182;4183;4211;4212;4221;4222;4223;4224;4231;4232;4233;4241;4242;4251;4252;4253;4254;4261;4262;4263;4264;4271;4281;4311;4321;4322;4323;4331;4332;4341;4342;5111;5121;5122;5123;5124;1111A;1111B;1111C;1111D;1111E;1112A;1112B;1121A;1122A;1122B;1131A;1131B;1131C;1132A;1132B;1132C;1132D;1132E;1132F;1132G;2111A;2111B;2111C;2111D;2112A;2112B;2112C;2112D;2112E;2121A;2121B;2121C;2121D;2121E;2121F;2121G;2121H;2121I;2121J;2121K;2121L;2121M;2121N;2122A;2122B;2122C;2122D;2122E;2122F;2122G;2122H;2122I;2122J;2123A;2123B;2124A;2124B;2124C;2124D;2131A;2131B;2131C;2132A;2132B;2132C;2133A;2133B;2133C;2134A;2134B;2134C;2134D;2134E;2135A;2135B;2135C;2135D;2135E;2135F;2136A;2136B;2136C;2136D;2136E;2136F;2137A;2137B;2137C;2137D;2137E;2138A;2138B;2138C;2138D;2138E;3111A;3111B;3111C;3112A;3112B;3113A;3113B;3114A;3114B;3114C;3114D;3121A;3121B;3121C;3121D;3121E;3121F;3121G;3122A;3122B;3122C;3122D;3122E;3123A;3123B;3123C;3123D;3123E;3123F;3123G;3124A;3124B;3124C;3124D;4141A;4141B;4111A;4111B;4111C;4111D;4112A;4112B;4112C;4112D;4112E;4121A;4121B;4121C;4121D;4122A;4122B;4122C;4122D;4123A;4123B;4123C;4123D;4123E;4124A;4124B;4124C;4131A;4131B;4131C;4131D;4144A;4151A;4151B;4151C;4151D;4152A;4152B;4152C;4154A;4154B;4154C;4154D;4161A;4161B;4161C;4162A;4163A;4163B;4163C;4163D;4163E;4163F;4164A;4164B;4164C;4165A;4165B;4165C;4165D;4165E;4172A;4172B;4172C;4172D;4181A;4181B;4211A;4211B;4212A;4212B;4212C;4221A;4241A;4241B;4241C;4251A;4251B;4252A;4252B;4252C;4252D;4253A;4253B;4261A;4261B;4271A;4271B;4281A;4281B;4311A;4311B;4311C;4311D;4321A;4321B;4321C;4321D;4322A;4322B;4322C;4322D;4323A;4323B;4323C;4323D;4331A;4331B;4331C;4331D;4331E;4331F;4331G;4332A;4332B;4332C;4332D;4332E;4332F;4341A;4341B;4342A;1111X;1112X;1121X;1122X;1131X;1132X;2111X;2112X;2121X;2122X;2123X;2124X;2131X;2132X;2134X;2135X;2136X;2137X;2138X;3111X;3112X;3113X;3114X;3121X;3122X;3123X;3124X;4111X;4112X;4121X;4122X;4123X;4131X;4141X;4151X;4154X;4161X;4172X;4211X;4212X;4241X;4251X;4252X;4253X;4261X;4281X;4311X;4321X;4322X;4323X;4331X;4332X;4341X;1111Z;1112Z;1121Z;1122Z;1131Z;1132Z;2111Z;2112Z;2121Z;2122Z;2123Z;2124Z;2131Z;2132Z;2134Z;2135Z;2136Z;2137Z;2138Z;3111Z;3112Z;3113Z;3114Z;3121Z;3122Z;3123Z;3124Z;4111Z;4112Z;4121Z;4122Z;4123Z;4131Z;4141Z;4151Z;4154Z;4161Z;4172Z;4211Z;4212Z;4241Z;4251Z;4252Z;4253Z;4261Z;4281Z;4311Z;4321Z;4322Z;4323Z;4331Z;4332Z;4341Z;1110;1120;1130;2110;2120;2130PC1;2130PC2;2130PC3;2130;3110;3120;4110;4120;4130;4140;4150;4160;4170;4180;PlanTI;4220;NivServTI;4240;EstrutSeg;GestSeg;4270;4280;4310;4320;4330;GestContrat;5100;213P;ModeloGov;DesempAA;Ética;Liderança;Riscos;DefEstrat;GesEstrat;Estratégia;PromTransp;Auditoria;Accountab;iGovPessoas;Planejamento;EstDemanda;GesDesemp;SelGestores;DispSuc;Retenção;GestãoPessoas;ServTI;RiscoTI;ContratTI;ProcessosTI;AuditTI;PessoasTI;Result;DesempTI;GestãoTI;GovTI;iGovTI;Pessoas;Processos;RiscoContr;GerirRiscos;GestãoContrat;GovContrat;iGovContrat;Lid;Estr;Acct;iGovPub;iGG
1;1;0,300810325;0;0;1;0;0,15;0,231102028;0,769933977;0,918456809;0,15;0,317862194;0;0;1;0,430506104;1;0,866312976;1;0,15;1;1;1;1;1;0,5;1;1;0,317886938;1;1;0,552361849;0;1;0,5;0,316039689;0,15;0,5;0,15;0;0,15;0;0,15;0;1;1;0,547160727;0;0,5;0,15;1;1;0;0;0;0;0;0,5;1;1;1;1;1;1;1;0,05;0,05;0,05;0,269640652;0,5;1;1;0;1;0,577837703;0,05;0,5;1;1;1;1;1;1;0,81917856;0,622659108;0,708003713;0;1;0;1;1;0,5;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0,430886644;0;0;1;0;0;0,231720081;0,729334091;0,904066834;0;0,479606269;0;0;0,801446012;1;0,842721148;1;0;1;1;1;1;1;1;1;1;0,479676967;1;0,473366881;0,450305633;1;0,474399112;0,450403137;0;0,467247914;0;0;1;1;0,341830436;1;1;0;0,503338474;1;1;1;1;0,787268894;0,556069539;0,656474956;0;1;0,5;0;0;1;0;0,5;0,5;1;1;0,5;0,5;0;0;0,5;1;1;1;0,15;1;1;1;1;1;0,5;1;1;0,5;1;1;0;1;0,5;0;0;1;0;0;1;1;0,5;1;1;0;1;1;1;1;1;1;1;1;0;0,636522653;0;0,453352889;0,192949802;0,577364485;0,626244299;0;0,931009996;0,530646147;1;0,873756818;0,744211824;0,500496952;0,284872686;0,061374851;0,649836933;0,528700377;0;0,454487721;1;1;0,05;0,375848198;0,739068429;0,545921264;1;1;1;0,936435037;0,666213385;0,481292823;0,764374835;0,701239235;0,636522653;0;0,453352889;0,401936636;0,192949802;0,577364485;0,530646147;0,446705971;1;0,873756818;0,935510718;0,489810316;0,744211824;0,500496952;0,528700377;0,316039689;0,061374851;0,454487721;0,410941489;1;0,280426832;0,753546811;0,661001612;1;0,318971547;0,764374835;0,931009996;0,687131426;0,946737676;0,8033923;0,531196933;0,951847157;0,460685455;0,468268201;0,60194182;0,704530108;0,627512082;0,401936636;0,389017118;0,935510718;0,57750357;0,571833383
3;1;0,300810325;0,5;0;0,321397622;0,15;0,314429214;0,5;0,408443676;0,916617672;1;0,15;1;0,325136434;0,5;0,05;0,874149313;0,382456408;1;0,82203024;1;1;1;0,232605757;0;1;0,754399334;0;0,234392604;0,05;0,15;0,05;0,05;0,884707153;1;0,05;0,05;1;0,05;0;0,15;0;0,5;0,05;0,5;1;0,547160727;0;0,15;1;1;1;0,5;0,05;0;0,15;0;0;0;1;1;1;1;1;0,5;0;0;0;1;0,05;1;0,803995593;1;1;0,05;0,05;0,05;0,05;1;1;1;0,800040842;0,805404741;0,81917856;1;1;0,5;1;0;1;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,430886644;1;0;0,489707493;0;0,469797756;1;0,738410502;0,901903144;1;0;1;0,500389811;0;0,851940368;0,664161165;1;0,790623811;1;1;1;0,236016449;0;1;0,71105804;0;0,241121726;0;0;0,213443991;0,864361356;0;0,450403137;0;0,467247914;0;0;1;1;1;1;0,76940658;1;0;1;1;0,764753931;0,771064401;0,787268894;1;1;1;1;0,5;0,5;0;0,5;0,15;0,5;0,5;0,5;1;1;0,15;1;0,5;0,05;1;0,5;1;1;1;1;1;0,5;0;1;1;0;0,5;0,05;0,05;0,05;1;0,05;0;0,05;1;0;0,05;1;1;1;1;1;1;0,05;1;1;1;1;1;1;1;0,5;0,636522653;0,235656384;0,227703607;0,412703311;0,620042223;0,597421218;0,679033997;0,620408193;0,628801012;0,792331643;0,481396242;0,145689471;0,433080985;0,269830781;0,139950645;0,538455872;0,627764229;0,182672768;0;1;0,882621229;0;0,562000981;0,94594656;0,05;1;1;1;0,808520653;1;0,740646412;0,195737608;0,263926628;0,636522653;0,235656384;0,227703607;0,39502038;0,412703311;0,620042223;0,628801012;0,562242087;0,792331643;0,481396242;0,633613749;0,381172514;0,145689471;0,433080985;0,627764229;0,05;0,139950645;0;0,292051518;0,882621229;0,483116169;1;0,643463634;0,703105373;0,164845052;0,195737608;0,620408193;0,509283746;0,638062555;0,569845158;0,159988152;0,852807743;0,747362756;0,737447833;0,668543853;0,764207514;0,694087826;0,39502038;0,529083399;0,633613749;0,521749412;0,499978519
4;1;1;0,5;1;1;0,833900406;0,314429214;0,15;0,77185763;0,918456809;1;0,557665329;0,564894854;1;1;1;0,734397959;1;0,852272416;0,42941317;0,749226409;1;1;0,15;1;1;0,652618025;0,372119385;1;0,215825383;0;0,15;0,15;0;1;0,15;1;1;1;0;0;0;0;1;1;1;1;0,424358445;1;1;1;1;1;1;0;1;1;0;0;0,58455539;0,563867397;0,5;0,5;0;0,15;1;1;1;0,05;0,15;1;1;1;1;0,15;1;1;1;1;0,15;0,383300863;0,800040842;1;1;0,445723969;0,5;1;1;1;0;1;0,15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,804588713;0,469797756;0;0,731597212;0,904066834;1;0,479606269;0,488111593;1;1;0,68752701;1;0,826202842;0,798323343;0,704972246;1;1;0;1;1;0,591315323;0,261316923;1;0,188072523;0;0;0,132061072;0;1;1;1;0,322774641;1;0,511241635;0,48690282;2,78E-17;1;1;1;0;0;0,666573896;0,764753931;1;1;0,844925627;1;1;1;1;0,5;1;1;1;0,5;0,15;1;1;1;1;1;1;1;1;1;1;0,5;1;1;1;0,15;1;1;1;1;1;0,5;0,15;0,15;0;0,15;0;1;1;1;1;1;1;0,05;1;1;1;0,15;0,15;0,5;1;1;1;0,5;0,5;1;1;0,764343616;0,909202137;0,227351216;0,812552935;0,808921534;0,771831436;0,871463511;0,816685251;0,695683202;0,745920901;0,452598646;0,246754764;0,724162107;0;1;0,881148435;0,778036692;0,385202152;0,574587286;0,285230624;1;0,09610516;1;0,781297747;1;0,15;0,383300863;0,935654751;0,473422888;1;0,580391557;1;1;0,764343616;0,909202137;0,90580678;0,227351216;0,812552935;0,816685251;0,6419823;0,695683202;0,745920901;0,721519837;0,652566598;0,452598646;0,246754764;0,881148435;0,15;0;0,385202152;0,542134569;0,285230624;0,164375371;0,597200728;0,576375509;0,556661704;0,314694659;0,580391557;0,871463511;0,529784166;0,798452985;0,64699247;0,255817971;0,805974336;0,364086938;0,293414196;0,618287502;0,756816082;0,65041287;0,90580678;0,546886157;0,721519837;0,722072936;0,604453729
5;0,247474113;0,15;0,15;0;0,328602378;0,296692889;0;0;0,36253727;0,834571275;0,15;0,241173079;0;0;0;0,361194597;0,874149313;0,264171258;0;0,15;0,735249139;0,15;0,332480284;0,15;0,524083896;0,59856212;0;0;0,227783269;0,280648851;1;0,415430771;0,617240212;0,15;0,5;0,316039689;1;1;0,5;0,05;0,15;0;0,5;0,5;1;1;0,771016579;1;1;1;1;1;0,5;0;0,15;0,5;1;1;1;1;0,563867397;0,15;0,5;0,5;1;0,05;0,05;0,05;0,15;0;0,05;1;0;1;0,15;0,05;0,05;0,5;1;0,566395661;0,383300863;0,800040842;0,805404741;0,81917856;0;0;0,15;1;0,5;0;0;0,5;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,278497466;0;0;0;0,510292507;0,419122541;0;0;0,607249344;0,80537797;0;0,260494511;0;0;0,603413136;0,851940368;0,326203594;0;0;0,688528399;0;0,52137224;0;0,440098701;0,527720142;0;0;0,222237911;0,373282432;0,758373631;0,549694367;0,135638644;0,474399112;0,450403137;1;0,73060774;1;0;1;0,48690282;2,78E-17;0;1;0;0;0,489877248;0,666573896;0,764753931;0,771064401;0,787268894;0;0;0;0,5;0,15;0,5;0;0,5;0,5;0;0;0,5;1;0,5;0,5;0;0;0,5;1;0,5;0;0,15;1;1;0,5;0,15;1;1;0;0;0,5;0,5;0,5;1;0,15;0,5;0,05;0,5;1;1;0;1;1;0,15;0,05;1;0;0,5;1;0,5;1;1;1;0;0;0,15;0,196801694;0,070696915;0,311159148;0;0,426247307;0,131644665;0;0,55936642;0,221283722;0,365095943;0,259769649;0,451764737;0,417050139;0,667327242;0,154100556;0,824117564;1;0,284279891;1;0,789858053;0,540037702;0,05;0,08084226;0,477383556;0,19458036;1;0,566395661;0,383300863;0,808520653;0;0,5590989;0,183656946;0,189485392;0,196801694;0,070696915;0,311159148;0,198460294;0;0,426247307;0,221283722;0,223820063;0,365095943;0,259769649;0,311653736;0,440700065;0,451764737;0,417050139;1;0,316039689;0,154100556;1;0,595255106;0,540037702;0,038100262;0,334404394;0,370386063;0;0,505654326;0,183656946;0,55936642;0,440913438;0,425724084;0,442365516;0,734942234;0,709862941;2,78E-17;0,028424988;0,452621069;0,052141746;0,360517561;0,198460294;0,172040511;0,311653736;0,228070569;0,427528818
6;0,858804597;0,15;1;0;1;0,36508684;1;0,3233296;0,95062335;0,929922529;0,5;0,15;0,15;1;0,5;1;0,753064482;0,866312976;1;0,05;1;0,15;1;0,413090854;0,516814662;0,59856212;0,15;0,320874487;1;0,68542622;0,5;0,05;0,05;0,05;0,5;0;0,5;0,15;0,15;0,05;0;0;0,15;1;1;1;1;1;1;1;1;1;0,15;0,15;1;0,05;0,5;1;0,15;1;1;0,15;1;0,15;1;0;0;0;0,15;0,05;0,574771259;0,803995593;0;1;0;1;0,15;1;0,5;0;1;0,370572484;0,593628434;0,81917856;0,293017309;0,708003713;1;1;0,05;0,15;1;0,05;0,05;1;1;0;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0,833887761;0;1;0;1;0,614533828;1;0,49522743;0,941909824;0,917555917;1;0;0;1;1;0,709487626;0,842721148;1;0;1;0;1;0,751688155;0,431546661;0,527720142;0;0,488212819;1;0,629913201;0;0;0,267699716;0;0,450403137;1;1;1;0;1;1;2,78E-17;0,499730893;0,76940658;0;0;0;1;0,25949704;0,521915804;0,787268894;0,408620884;0,656474956;1;1;0,5;1;0;1;0,5;1;0,5;1;1;0,5;0,15;0,5;1;1;1;1;1;0,05;1;0,5;1;0,5;1;1;0,5;0,5;1;1;0,05;0,05;0,05;0;0,05;1;1;1;0,15;1;1;0,15;1;1;0;0;0;1;1;1;1;0,5;1;1;0,490328884;0,471312768;0,652926555;0,64165064;0,663706324;0,627655592;0,554261122;0,811507058;0,661151745;0,667304934;0,379755575;0,754171043;0,123005563;0,179250044;0,047825252;1;1;0,31520712;0,557347969;1;0,586744489;0;0,10389484;0,567882432;0,536430274;0,5;0;1;0,60113946;0,504799092;1;0,250640935;0,762303746;0,490328884;0,471312768;0,652926555;0,537021398;0,64165064;0,663706324;0,661151745;0,656046893;0,667304934;0,379755575;0,52060471;0,547251392;0,754171043;0,123005563;1;0;0,047825252;0,557347969;0,487584106;0,586744489;0,382861164;1;0,456352378;0;0,331183842;0,250640935;0,811507058;0,490405653;0,621232304;0,55146728;0,150748357;0,6909044;0,550813999;0,389020722;0,631186596;0,494849152;0,602018553;0,537021398;0,651006489;0,52060471;0,571270383;0,545940382
8;1;0,15;1;0;1;0;0,314429214;0,231102028;1;1;0,5;0,15;0,564894854;1;0,05;0,05;0,878915169;0,267146329;0,361703804;0,05;0,749226409;0,15;1;0,15;1;0,59856212;0,516748797;0,05;0,05;0,357654196;0,15;0,231109179;0,15;0,15;0,05;0,15;0,15;0,15;0,15;0,05;0;0;0;0,231399767;1;1;0,547160727;0,725641555;0,05;0,15;1;1;0,15;0,05;0,5;0,5;0,05;0,05;0,15;1;1;0,15;0,5;0,5;1;0,05;0,05;0,05;0,05;0,05;0,574771259;0,803995593;1;1;0,5;0,5;0;0;0,5;0,566395661;0,15;0,05;0,05;0,376565578;0,05;0,15;0,15;1;1;0,15;0,15;0,15;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0,469797756;0,231720081;1;1;1;0;0,488111593;1;0;0,857547258;0,334703797;0,60486801;0;0,704972246;0;1;0;1;0,527720142;0,431469173;0;0,222237911;0,593297703;0,231740512;0;0;0;0;0,232570764;0,467247914;0,677225359;0;1;1;2,78E-17;0,499730893;0,76940658;1;1;0,489877248;0;0;0;0,266547738;0;0;0;1;0,5;1;0;1;0;0,5;0,5;1;1;0,5;0,15;1;1;0,05;1;0,5;0,5;0,05;1;0,5;1;0,15;1;1;1;0,05;0,05;0,5;0,5;0,15;0,15;0,15;0,05;0,5;1;1;0,05;1;1;0,05;1;1;1;0,5;1;0,15;0,05;0,05;1;0,05;0,15;0,15;0,55812313;0,471312768;0,453352889;0,270301019;0,697206424;0,12703587;0,771831436;0,563208131;0,451771921;0,521814527;0,527063471;0,187167322;0,155080494;0,15;0,014149911;0,698130118;0,590762738;0,282196489;0,079417759;1;0,540037702;0,05;0,05;0,828814003;0,246606651;0,5;0,566395661;0,15;0,164799047;0,101033427;0,5590989;0,447744726;0,05;0,55812313;0,471312768;0,453352889;0,500635977;0,270301019;0,697206424;0,451771921;0,47926978;0,521814527;0,527063471;0,524768525;0,351212756;0,187167322;0,155080494;0,590762738;0,15;0,014149911;0,079417759;0,261825046;0,540037702;0,16541827;0,26603806;0,388974711;0,218073269;0;0,447744726;0,563208131;0,441003226;0,479898452;0,464221807;0,173255897;0,160143601;0,172138505;0,116180158;0,270845285;0,476020234;0,315933732;0,500635977;0,430708779;0,524768525;0,485585028;0,367053395
9;1;0,15;0;0;0,5;0,32879173;0,15;0,05;0,607479422;0,688781616;0;0;0,05;0,5;0,05;0,05;0,05;0;0,485862191;0,05;0,484475548;0,5;1;0,232605757;0;0,59856212;0,641515852;0;0;0,05;0,05;0;0;0;0,15;0;0;0;0;0;0;0;0,15;0;1;1;0,15;0,745536394;1;0,15;0,15;0,5;0;0;0,5;0;0,15;1;0;0,58455539;1;0,05;0,5;0,15;1;0,05;0;0;0,251903137;0,15;1;1;0,571722356;1;0,5;1;1;1;0,05;0,321457037;1;0;0,361776307;0,601708149;0;0,328341594;0,15;1;0;1;0;0,5;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0,210343211;0;0;0,538211085;0,633860725;0;0;0;1;0;0;0;0,39513199;0;0,393500645;1;1;0,236016449;0;0,527720142;0,578253944;0;0;0;0;0;0;0;0;0;0;0,700631051;0;0,511241635;1;0,291151819;1;1;0,496143948;1;0,489877248;1;0;0,249148596;0,531421352;0;0,509547411;0;1;0,5;0;0;0,5;1;0,15;0,05;1;1;0;0;0,05;0,5;0,05;0,05;0;1;0,05;1;0,5;1;0,5;0;1;1;0;0;0,05;0;0;0;0;0;0;0,15;1;0;1;1;0,5;1;1;1;0,5;0,5;1;0;1;1;0;0,5;0,15;0,55812313;0;0,406409494;0,097042259;0,361955795;0,157720928;0,264020594;0,024197195;0,14926666;0,537326875;0,345786044;0,031250309;0,024335188;0;0,03367534;0,525767566;0,512245943;0,110981654;0,378400577;0,784729233;0,425117289;0,016073057;0,204920533;0,888248842;0,871351616;0,05;0,321457037;1;0,329703906;0,167563967;0,5590989;0,327426334;0,05;0,55812313;0;0,406409494;0,35527292;0,097042259;0,361955795;0,14926666;0,204021889;0,537326875;0,345786044;0,439745164;0,250226911;0,031250309;0,024335188;0,512245943;0;0,03367534;0,378400577;0,194717689;0,425117289;0,147472711;0,515121508;0,427892822;0,477840346;0;0,327426334;0,024197195;0,385214594;0,130611398;0,289365057;0;0,481186163;0,131342454;0,16043127;0,303228706;0,3397792;0,312480622;0,35527292;0,178661874;0,439745164;0,323935324;0,303390196
