idBase;1111;1112;1121;1122;1131;1132;1133;1134;2111;2112;2113;2121;2122;2123;2124;2131;2132;2133;2134;2135;2136;2137;2138;3111;3112;3113;3114;3115;3121;3122;3123;3124;4111;4112;4113;4121;4122;4123;4124;4131;4132;4133;4134;4141;4142;4143;4144;4151;4152;4153;4154;4161;4162;4163;4164;4165;4166;4167;4171;4172;4173;4174;4181;4182;4183;4211;4212;4221;4222;4223;4224;4231;4232;4233;4241;4242;4251;4252;4253;4254;4261;4262;4263;4264;4271;4281;4311;4321;4322;4323;4331;4332;4341;4342;5111;5121;5122;5123;5124;5125;1111A;1111B;1111C;1111D;1111E;1111F;1112A;1112B;1121A;1121B;1121C;1122A;1122B;1131A;1131B;1131C;1131D;1131E;1131F;1131G;1131H;1132A;1132B;1132C;1132D;1132E;1132F;1132G;1132H;1133A;1133B;1133C;1133D;1133E;1133F;1133G;1133H;1134A;1134B;1134C;1134D;1134E;1134F;1134G;1134H;2111A;2111B;2111C;2111D;2111E;2111F;2112A;2112B;2112C;2112D;2112E;2112F;2112G;2113A;2113B;2113C;2113D;2113E;2113F;2121A;2121B;2121C;2121D;2121E;2121F;2121G;2121H;2121I;2121J;2121K;2121L;2121M;2121N;2122A;2122B;2122C;2122D;2122E;2122F;2122G;2122H;2122I;2122J;2122K;2123A;2123B;2124A;2124B;2124C;2124D;2131A;2131B;2131C;2132A;2132B;2132C;2133A;2133B;2133C;2134A;2134B;2134C;2134D;2134E;2135A;2135B;2135C;2135D;2135E;2135F;2136A;2136B;2136C;2136D;2136E;2136F;2137A;2137B;2137C;2137D;2137E;2138A;2138B;2138C;2138D;2138E;3111A;3111B;3111C;3111D;3111E;3112A;3112B;3113A;3113B;3114A;3114B;3114C;3114D;3114E;3114F;3114G;3114H;3114I;3114J;3115A;3115B;3115C;3115D;3121A;3121B;3121C;3121D;3121E;3121F;3121G;3121H;3122A;3122B;3122C;3122D;3122E;3122F;3122G;3123A;3123B;3123C;3123D;3123E;3123F;3123G;3123H;3123I;3124A;3124B;3124C;3124D;4111A;4111B;4111C;4111D;4112A;4112B;4112C;4112D;4112E;4121A;4121B;4121C;4121D;4122A;4122B;4122C;4122D;4123A;4123B;4123C;4123D;4123E;4124A;4124B;4124C;4131A;4131B;4131C;4131D;4141A;4141B;4144A;4151A;4151B;4151C;4151D;4152A;4152B;4152C;4154A;4154B;4154C;4154D;4161A;4161B;4161C;4161D;4161E;4161F;4161G;4161H;4161I;4162A;4162B;4162C;4163A;4163B;4163C;4163D;4163E;4164A;4164B;4164C;4164D;4164E;4164F;4164G;4164H;4165A;4165B;4165C;4165D;4165E;4165F;4166A;4166B;4166C;4167A;4167B;4167C;4167D;4167E;4172A;4172B;4172C;4172D;4181A;4181B;4211A;4211B;4212A;4212B;4212C;4221A;4241A;4241B;4241C;4251A;4251B;4252A;4252B;4252C;4252D;4253A;4253B;4261A;4261B;4271A;4271B;4281A;4281B;4311A;4311B;4311C;4321A;4321B;4321C;4321D;4322A;4322B;4322C;4322D;4323A;4323B;4323C;4323D;4331A;4331B;4331C;4331D;4331E;4331F;4331G;4332A;4332B;4332C;4332D;4332E;4332F;4341A;4341B;4342A;5122A;5122B;1111X;1112X;1121X;1122X;1131X;1132X;1133X;1134X;2111X;2112X;2113X;2121X;2122X;2123X;2124X;2131X;2132X;2133X;2134X;2135X;2136X;2137X;2138X;3111X;3112X;3113X;3114X;3115X;3121X;3122X;3123X;3124X;4111X;4112X;4121X;4122X;4123X;4124X;4131X;4141X;4144X;4151X;4152X;4154X;4161X;4162X;4163X;4164X;4165X;4166X;4167X;4172X;4181X;4211X;4212X;4221X;4241X;4251X;4252X;4253X;4261X;4271X;4281X;4311X;4321X;4322X;4323X;4331X;4332X;4341X;4342X;5122X;1111Z;1112Z;1121Z;1122Z;1131Z;1132Z;1133Z;1134Z;2111Z;2112Z;2113Z;2121Z;2122Z;2123Z;2124Z;2131Z;2132Z;2133Z;2134Z;2135Z;2136Z;2137Z;2138Z;3111Z;3112Z;3113Z;3114Z;3115Z;3121Z;3122Z;3123Z;3124Z;4111Z;4112Z;4121Z;4122Z;4123Z;4124Z;4131Z;4141Z;4144Z;4151Z;4152Z;4154Z;4161Z;4162Z;4163Z;4164Z;4165Z;4166Z;4167Z;4172Z;4181Z;4211Z;4212Z;4221Z;4241Z;4251Z;4252Z;4253Z;4261Z;4271Z;4281Z;4311Z;4321Z;4322Z;4323Z;4331Z;4332Z;4341Z;4342Z;5122Z;1110;1120;1130;2110;2120;2130;3110;3120;4110;4120;4130;4140;4150;4160;4170;4180;4210;4220;4230;4240;4250;4260;4270;4280;4310;4320;4330;4340;5110;5120;Result;iContr_DesigDirig;iContr_GestÉticaIntegr;iContr_TranspAcc;iContr_GRCI;iContr_AudInt_Compt;iContr_AudInt_Plan;iContr_AudInt_Exe;iContr_AudInt;iContr_FC;GestContrat;Pessoas;Processos;RiscoContr;GerirRiscos;iGestContrat;GovContrat;iGovContrat;ModeloTI;MonitorAvaliaTI;ResultadoTI;GovernancaTI;PlanejamentoTI;iGestServicosTI;iGestNiveisServicoTI;iGestRiscosTI;EstruturaSegInfo;ProcessoSegInfo;ProcessoSoftware;iGestProjetosTI;PessoasTI;iGestContratosTI;iGestSegInfo;ProcessosTI;iGestTI;iGovTI;213P;iGovPessoas;iGestPessoas;Lid0;Lid;Estr;Acct;iGovPub;iGG;ModeloGov;DesempAA;Ética;Liderança;Riscos;DefEstrat;GesEstrat;Estratégia;Auditoria;PromTransp;Accountab;Planejamento;EstDemanda;GesDesemp;SelGestores;DispSuc;Retenção;GestãoTI;DesempTI;AuditTI;GovTI;ServTI;EstrutSeg;GestSeg;RiscoTI
1;1;1;0;0;0,559411493;0,15;0;0,328730125;1;0,195781555;0,15;0,771707493;0,877242704;0,325286534;0;0;0;1;0,433655947;1;1;1;0,660145337;0,854195704;1;1;1;1;1;1;1;1;0,232351665;1;0,5;1;0;0,5;0,5;0;0,15;0,5;0,5;0;0,15;0;0,15;0;0,714698749;1;0,557164927;0;0;0;0,15;0,15;1;0,838142819;0;0;0;0;0;0,5;0,5;1;1;1;1;1;1;1;1;0,05;0,37764545;0,5;1;1;1;1;1;1;0,5;1;1;1;1;1;1;0,832713782;0,875397789;0,882020324;0;1;0,05;1;0,15;0,5;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;2,78E-17;0,48166058;0;0;0,5106575;1;0,130804442;0;0,73142058;0,855579651;0,500818669;0;0;0;1;0,810445562;1;1;1;0,600170985;0,828465534;1;1;1;1;1;1;1;1;0,235290472;1;1;0;1;1;0;5,55E-17;0;0;0,66435147;0,479017561;0;0;0;0;0;1;0,809579787;0;5,55E-17;1;1;1;0,650415572;1;1;1;1;1;1;1;1;1;0,803192684;0,853409163;0,861200382;0;1;2,78E-17;1;1;0;0;1;0,15;0;0,5;1;0,5;0,15;1;1;0,5;0;0;0;1;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;0,5;1;1;0;0,5;0,5;0;0;1;0;1;1;0;0;0;0,15;0,15;1;1;0;0;1;1;1;0,5;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0,262256657;0,371976151;0,535278716;0,642741247;0,961939227;1;0,579100849;0,496612408;0,283777802;0,072010356;0,59776943;0,257582239;0;0,288040273;1;1;0,68331346;0,434877521;1;0,873691621;1;1;1;0,940583828;0,878651771;0,479140428;0,05;0,513035856;0,467094927;0,130152187;0,133523145;0,952674792;0,50060854;1;1;1;1;0,508536471;0,479140428;0,339853933;0,953763226;0,709358544;0,579218525;0,641373944;0,883720372;0,750268605;1;1;0,513035856;0,82819595;1;1;0,68331346;0,388515922;1;0,873691621;1;1;0,330844295;0,676160425;0,933252591;0,78298873;0,73248418;0,778302949;0,721975325;0,471154464;0,328130372;0,469299327;0,450213895;0,576122702;0,978829668;0,66810165;0,590289766;1;0;0,262256657;0,450213895;0,371976151;0,535278716;0,642741247;0,510075883;0,961939227;1;0,978829668;0,579100849;0,496612408;0,257582239;0;0,072010356;0,288040273;1;1;1;1;1;1;0,873691621;0,493455916
3;1;1;1;1;0,582019187;0,469845203;0,898841217;0,902238271;0,261483792;0,391810047;0;1;0,919374646;1;0,774227597;0,709402835;0,272446716;0,383913788;0,15;1;0,15;1;0,823220999;0,854195704;1;0;0,233501406;1;0,05;0,672038531;0,725598615;0,05;0,315352586;0,05;0,5;0,15;0,15;1;1;0,15;1;1;0,05;0,05;0,15;0,15;1;0,15;0,276248245;1;0,557164927;0,313885664;0,69456594;0,27054478;1;1;1;0,838142819;0,5;0,15;0;0,15;0;0,5;0,5;1;1;1;1;1;1;1;1;0;0,37764545;0,5;1;0,80487011;0,575044408;1;0,05;0,05;0,05;0,05;0,319940033;0,321849194;1;1;1;1;1;1;0,5;1;1;1;0;0;1;0,05;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;2,78E-17;0,508257867;0,376288474;0,880989667;0,884986201;0,31852512;0,690885848;0;1;0,905146642;1;0,734385408;0,658120982;0,349847761;0,66832511;0;1;0;1;0,792024704;0,828465534;1;0;0,238575447;1;0;0,614162978;0,677174841;2,78E-17;0,472435959;0;0;0;1;1;0;5,55E-17;1;0;0,360709271;0,479017561;0,468244754;0,640665812;0,344413657;1;1;1;0,809579787;0;5,55E-17;1;1;1;0,650415572;1;0,770435423;0,500052245;0;0,48554295;0,490997698;1;1;1;1;1;1;1;1;2,78E-17;1;1;1;0;1;1;1;1;0,5;0,5;0;1;1;1;1;1;0,5;0,5;0,15;1;0,15;1;1;1;1;0;0,5;1;0,05;1;1;0,05;0,5;0,05;0,15;0,5;1;1;0,15;0,05;1;0,15;0,5;1;0,5;1;0,5;1;1;1;1;1;0;1;1;1;0,5;1;1;1;0,05;0,5;0,5;1;1;1;1;1;1;0,5;1;0;1;1;0,704710631;0,184969368;0,928389601;0,550559248;0,618408926;0,419554345;0,274003828;0,557620295;0,557784854;0,36883715;0,509611203;0,698745514;0,208903369;0,288040273;1;1;0,666645748;0,434877521;0,84212647;0,05;0,319940033;0,321849194;1;1;1;0,739570214;1;0,388965362;0,450380214;0,922212022;0,463509783;0,725749214;0,409126441;0;0;0,263090585;0,10436273;0,530441574;0,739570214;0,170237912;1;0,665870725;0,567171521;0,666242606;0,786540542;0,720296644;1;0,861352442;0,388965362;0,739001048;1;1;0,666645748;0,263186614;0,84212647;0,05;0,319940033;0,321849194;0,159495689;1;0,423528832;0,543473222;0,572631879;0,650355047;0,269082875;0,536626012;0,445930315;0,821639961;0,905713132;0,547395881;0,52885479;0,659846082;0,586404961;1;1;0,704710631;0,905713132;0,184969368;0,928389601;0,550559248;0,52595992;0,618408926;0,419554345;0,52885479;0,274003828;0,557620295;0,698745514;0,15;0,36883715;0,288040273;1;0,15;1;0,679414115;1;0,84212647;0,05;0,38062766
4;1;1;0,5;1;0,544554965;0,689446305;0,691310902;0,462694637;0,381401205;0,248670694;0,317224538;0,840129519;0,877242704;1;0,551865936;1;1;1;1;0,858302281;1;0,860804375;0,822000949;1;1;0,569541255;1;0,787398103;1;0,895609434;0,914588989;0,347514836;0,232351665;0,293588706;0,5;0,15;0,15;0;0,715343022;0,228368343;1;1;1;0;0;0;0;1;1;1;1;0,647701396;0,346588346;0;0,05;1;1;1;1;1;0;1;0,556123717;0;0;1;0,690528287;0,5;1;0,15;1;1;1;1;0,15;0,15;1;1;1;1;0,5;1;1;1;1;0,15;0,385264998;1;1;1;0,447488148;0,5;1;1;1;0,5;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;0;0;0;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,464182312;0,634642711;0,636836356;0,367876043;0,661146299;0,281916269;0,477784395;0,811917081;0,855579651;1;0,472783454;1;1;1;1;0,833296801;1;0,836240441;0,790589352;1;1;0,493577947;1;0,749880121;1;0,877187569;0,899516458;0,232370395;0,235290472;0,410253445;0;0;0;0,665109438;0,223909551;5,55E-17;0;1;1;1;0,585531054;0,231280407;0;0;1;1;1;1;0,477792608;1;0,635915632;1;0;1;1;1;1;1;0;0,67218571;1;1;1;0,849966137;1;1;1;1;1;1;0,5;1;1;1;1;1;0,5;0,5;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,5;0,5;0,15;0,15;0;1;0,5;0;0;1;1;1;1;1;0;0,05;1;1;1;1;1;1;1;0,5;0,15;1;1;1;0,5;1;0,15;0,5;1;1;1;0,5;0,5;1;1;1;1;0,777927726;0,598558511;0,311739458;0,825363538;0,944477844;0,880899184;0,792832414;0,329780626;0,22933719;0,807967712;2,78E-17;1;0,53772026;0,76479817;0,235751663;0,84730626;0,672864413;1;0,15;1;0,871033945;1;0,15;0,385264998;1;0,47328984;1;1;0,69220102;0,72130429;0,559141086;0,446083115;0,857825946;0,444345066;1;0,655468355;0,642538028;0,736558668;0,582527599;1;0,264512235;0,866797863;0,388637022;0,318586059;0,628897548;0,894606732;0,748289907;0,858302281;1;0,69220102;0,846121998;0,84730626;0,672864413;1;0,261677301;1;0,871033945;1;0,15;0,272999147;1;0,931848148;0,671418962;0,622622411;0,726744765;1;0,616738739;0,471996961;0,795853286;0,802038366;0,623229995;0,841350702;0,754759881;0,621258353;1;0,777927726;0,598558511;0,802038366;0,311739458;0,825363538;0,944477844;0,67346769;0,880899184;0,792832414;0,841350702;0,329780626;0,22933719;0,53772026;0,228368343;2,78E-17;0,235751663;0,858302281;1;1;0,945339428;0,672864413;1;0,871033945;0,234992067
5;0,920891582;0,15;1;0;1;0,610261004;0,791232091;0,796006023;0;0;0;0,389330025;1;0,324713466;0,824336768;0,5;0,393651651;0;0,363684;0,874643419;0,324791491;0,860804375;0,15;0,854195704;0,15;0,322752281;0,15;0,325045821;0,486225708;0,672038531;0;0;0,15;0,15;1;0,15;1;0,15;0,381283647;1;0,5;0,5;0,5;0,532602679;0;0;0,15;0,5;0,741904132;1;0,781044414;0,802508123;0,346588346;0;0,456396091;0,872226244;1;1;0,15;0;0,15;0,5;1;1;1;1;0,430423938;0,15;0,5;0,5;1;0,05;1;1;0,15;0;0,575181688;1;0;1;0,15;0,05;0,05;0,05;0,562711508;0,567348043;0,721357853;0,814358494;0,818177414;0,832713782;0,293150277;0;0,15;1;0,5;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0,906931272;0;1;2,78E-17;0;0,541483534;0,754390696;0,760007086;0;0;0;0,683800072;1;0,499181331;0,793337374;1;0,696147575;0;0,610525714;0,852521669;0,49940426;0,836240441;0;0,828465534;0;0,493577947;0;0,500130916;0,395559656;0,614162978;0;2,78E-17;5,55E-17;0;0;1;0;0,660810419;1;0,450120798;0;1;0,696357802;0,742405193;0,767656616;0,231280407;0;0,875417402;0,849677934;1;1;0;1;1;0,329910515;0;0;0,50021375;1;0;0;0,48554295;0,490997698;0,67218571;0,781598229;0,786091075;0,803192684;0,40900079;0;0;1;1;1;0,15;1;0;0;1;1;1;0;0;0;0,5;1;0,5;1;0,5;0,5;0;0,5;1;0,5;1;0,15;1;0,5;0,5;0,15;0,5;1;1;0;0;0,15;0,15;0,15;1;0,15;0,5;1;1;0,5;0,5;1;1;1;1;0;0,5;1;1;1;0;1;1;1;0,15;0,15;1;1;0;0,5;1;1;1;1;1;1;0,5;0;0,15;1;1;0,551879609;0,444144549;0,79866196;0;0,643771976;0,424592903;0,395765878;0,281496416;0,390777169;0,422977757;0,624432614;0,166132096;0,768881076;0,608825852;0,18618709;1;0,71897044;0,547666835;0,685886802;0,079836605;0,623520192;0,075793211;0,562711508;0,567348043;0,721357853;0,822163908;0,149110923;0,557269364;0,5;0,571486312;0,565046436;0,838578333;0,544671546;0,454402453;0,096164105;0,334840589;0;0;0,083794313;0,388625475;0,557269364;0,551039673;0,800263734;0,076522682;0,084933018;0,472312517;0,326464733;0,406778046;0,874643419;0,052978291;0,571486312;0,498503632;0,71897044;0,547666835;0,685886802;0,024593382;0,623520192;0,075793211;0,562711508;0,567348043;0,554846383;0,369012341;0,334074972;0,391932727;0,522318339;0,512550541;0,178536572;0,465239865;0,527062063;0,602945268;0,596813623;0,286234943;0,343437604;0,408305547;0,48019817;0,551879609;0,444144549;0,79866196;0,596813623;0;0,643771976;0,424592903;0,331122094;0,395765878;0,281496416;0,343437604;0,390777169;0,422977757;0,608825852;1;0,166132096;1;0,874643419;0,324791491;0;0,459896192;0,547666835;0,623520192;0,075793211;0,036479338
6;0,920891582;0,15;1;0;1;1;0,897220596;0,897874791;0,856266906;0,864045972;0;0,90144983;0,93467404;0,5;0,15;0,390877432;1;0,380892831;1;1;1;1;1;0,542392163;0,326356603;1;0,915158515;0,15;0,579334252;0,895609434;0,15;0,390597494;0,779834296;1;0,5;0,15;0,15;0,05;0,38592805;0,15;0,5;0,15;0,15;0,05;0;0;0,15;1;1;1;1;1;0,346588346;0;0,897872548;1;1;1;0,5;0,15;1;0,05;0,317227413;1;1;1;1;0,5;1;1;1;1;1;0,05;0,268856908;0,15;0,575181688;0,80487011;0,05;1;0;1;0,15;1;1;0,321849194;1;0,814358494;0,598099561;0,832713782;0,877276838;0,882020324;1;1;0,05;1;0,547381365;0;0;0;1;1;0;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0,906931272;0;1;2,78E-17;1;1;0,879083054;0,879852696;0,830902243;0,840054084;0;0,884058624;0,92314593;1;0;0,688221233;1;0,659693804;1;1;1;1;1;0,461637839;0,503876008;1;0,900186488;0;0,50509912;0,877187569;0;0,68742141;0,740981525;1;0;0;0;0,674080143;0;5,55E-17;0;1;1;1;1;0,231280407;0;0,879850056;1;1;1;0;0,477792608;1;1;1;0,339591166;0,50021375;0,770435423;0;0;1;0,490997698;1;0,781598229;0,527175954;0,803192684;0,855619809;0,861200382;1;1;0,467507488;1;0,15;1;0;1;1;1;1;1;1;0;1;1;0,5;0,15;0,5;1;0,5;1;1;1;1;1;1;0,5;1;1;0,15;1;1;0,15;0,5;1;1;0,15;0,15;0,05;0,5;0,15;0,05;0,5;1;1;1;1;1;0;1;1;1;1;0,15;0,5;1;1;0,5;0,5;1;1;0,05;0;1;0,5;1;1;1;1;1;1;1;1;1;0,551879609;0,444144549;0,95102772;0,476278192;0,658752874;0,843309736;0,600044141;0,497255164;0,778271505;0,173081777;0,241789585;0,054294715;1;0,725219436;0,42199672;0,710559417;1;0,888277664;0,68331346;0,21326088;0,58497818;0,527343645;1;0,321849194;1;0,748051482;0,879607549;1;0,05;0,28802016;0,265736514;0,919858304;0,666356279;0,512437643;0,537031536;0,341001866;0,655468355;0;0,316761608;0,598404784;1;0,155405841;0,803960388;0,870056496;0,541034277;0,736260377;0,814755252;0,771530849;1;0,163114774;0,28802016;0,474638726;1;0,888277664;0,68331346;0,400296922;0,58497818;0,527343645;1;0,321849194;0,158689825;1;0,554521326;0,65803896;0,628375216;0,559311241;0,684819514;0,569063016;0,520260497;0,680204058;0,645464512;0,804210408;0,553296577;0,667989075;0,637613525;0,551879609;0,444144549;0,95102772;0,645464512;0,476278192;0,658752874;0,843309736;0,651985768;0,600044141;0,497255164;0,553296577;0,778271505;0,173081777;0,725219436;0,15;0,054294715;0,710559417;1;1;0;0,762914642;0,888277664;0,58497818;0,527343645;0,566335495
